"고객번호","연령","직업","근무기간","결혼상태","부양가족수","외국인여부","주거상태","거주년수","휴대폰개인명의여부","자산","수표계좌","저축계좌","대출이력","대출목적","대출금액","당행대출건수","기타할부상환계획","거래개월수","공동대출보증인","가처분소득중할부상환금비율","신용상태"
"A0137",27,"전문직/사무직","1년~4년","싱글남",1,"예","자가",2,0,"자동차/기타","계좌없음","1000만원이상","당은행부채상환완료","중고차구입",10800000,2,"없음",27,"없음",2,"우량"
"A0138",66,"비숙련거주자","1년~4년","싱글남",1,"예","자가",3,0,"실자산","50만원이하","500~1000만원","현재부채상환지연","오디오/TV구입",1000000,1,"없음",12,"없음",4,"불량"
"A0139",35,"전문직/사무직","4년~7년","싱글남",1,"예","자가",2,1,"실자산","50만원이하","저축계좌없음","부채없음","오디오/TV구입",3400000,3,"은행",15,"보증인있음",4,"우량"
"A0140",44,"비숙련거주자","1년~4년","이혼/별거/기혼녀",1,"예","임대",2,1,"자동차/기타","50만원이상","100만원이하","현재부채상환지연","오디오/TV구입",2400000,1,"없음",12,"없음",2,"우량"
"A0141",27,"무직/비숙련비거주자","1년미만","사별/기혼남",1,"아니오","자가",2,0,"실자산","50만원이상","1000만원이상","현재부채상환지연","신차구입",900000,1,"없음",6,"없음",2,"우량"
"A0142",30,"관리직/자영업/숙련직/공무원","1년미만","이혼/별거/기혼녀",1,"예","자가",1,1,"모름/없음","50만원이하","100만원이하","현재부채상환지연","오디오/TV구입",6000000,1,"없음",36,"없음",4,"우량"
"A0143",27,"관리직/자영업/숙련직/공무원","1년~4년","싱글남",1,"예","자가",2,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","오디오/TV구입",4300000,1,"없음",27,"없음",3,"우량"
"A0144",22,"전문직/사무직","1년~4년","싱글남",1,"예","자가",2,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","가구장비구입",3100000,1,"없음",18,"없음",2,"불량"
"A0145",23,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","자가",4,1,"사회보장/생명보험","계좌없음","100만원이하","부채없음","가구장비구입",2900000,1,"없음",21,"없음",4,"우량"
"A0146",30,"전문직/사무직","4년~7년","싱글남",1,"예","자가",2,0,"자동차/기타","50만원이하","100~500만원","과거연체이력","사업자금",4500000,1,"없음",48,"없음",4,"우량"
"A0147",39,"전문직/사무직","7년이상","이혼/별거/기혼녀",1,"예","자가",4,1,"모름/없음","마이너스","100만원이하","부채없음","신차구입",1100000,2,"없음",6,"없음",1,"우량"
"A0148",51,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","자가",3,1,"자동차/기타","계좌없음","100~500만원","부채없음","신차구입",900000,2,"없음",12,"없음",4,"우량"
"A0149",28,"전문직/사무직","1년~4년","싱글남",1,"예","자가",2,0,"사회보장/생명보험","마이너스","100만원이하","부채없음","가구장비구입",6700000,2,"없음",36,"보증인있음",3,"우량"
"A0150",46,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,0,"자동차/기타","계좌없음","1000만원이상","부채없음","오디오/TV구입",2000000,2,"없음",18,"없음",4,"우량"
"A0151",42,"전문직/사무직","7년이상","싱글남",2,"예","영구임대",4,1,"모름/없음","계좌없음","100~500만원","현재부채상환지연","오디오/TV구입",1700000,1,"은행",6,"없음",2,"우량"
"A0152",38,"전문직/사무직","1년~4년","싱글남",1,"아니오","자가",4,1,"사회보장/생명보험","계좌없음","100만원이하","현재부채상환지연","오디오/TV구입",2400000,1,"없음",10,"없음",1,"우량"
"A0153",24,"전문직/사무직","1년~4년","싱글남",1,"예","자가",1,0,"자동차/기타","50만원이상","100만원이하","현재부채상환지연","오디오/TV구입",7300000,1,"없음",36,"없음",4,"우량"
"A0154",29,"전문직/사무직","7년이상","이혼/별거/기혼녀",1,"예","임대",4,0,"모름/없음","50만원이하","1000만원이상","부채없음","중고차구입",9700000,1,"없음",24,"없음",2,"우량"
"A0155",36,"관리직/자영업/숙련직/공무원","4년~7년","싱글남",1,"예","임대",4,1,"자동차/기타","50만원이하","100~500만원","당은행부채상환완료","사업자금",8700000,1,"없음",24,"없음",4,"우량"
"A0156",20,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","임대",4,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","가구장비구입",1600000,1,"없음",12,"없음",2,"불량"
"A0157",48,"전문직/사무직","7년이상","싱글남",2,"아니오","자가",4,0,"실자산","마이너스","100~500만원","부채없음","수리비용",1600000,2,"없음",9,"보증인있음",3,"우량"
"A0158",45,"비숙련거주자","7년이상","사별/기혼남",1,"예","자가",1,0,"자동차/기타","마이너스","100만원이하","과거연체이력","재교육",400000,1,"은행",12,"없음",4,"우량"
"A0159",38,"전문직/사무직","4년~7년","싱글남",1,"예","자가",3,1,"자동차/기타","50만원이하","100~500만원","현재부채상환지연","신차구입",4400000,2,"은행",24,"없음",2,"우량"
"A0160",34,"비숙련거주자","1년~4년","싱글남",2,"예","자가",2,0,"실자산","계좌없음","저축계좌없음","부채없음","오디오/TV구입",2400000,2,"없음",6,"없음",1,"우량"
"A0161",36,"전문직/사무직","7년이상","싱글남",2,"예","자가",4,1,"실자산","계좌없음","100~500만원","부채없음","오디오/TV구입",3600000,1,"없음",24,"없음",3,"우량"
"A0162",30,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","자가",1,0,"사회보장/생명보험","계좌없음","100만원이하","부채없음","신차구입",1300000,2,"없음",18,"없음",4,"우량"
"A0163",36,"전문직/사무직","4년~7년","싱글남",1,"예","자가",3,1,"사회보장/생명보험","계좌없음","500~1000만원","현재부채상환지연","가전제품구입",1600000,2,"없음",15,"없음",4,"우량"
"A0164",70,"관리직/자영업/숙련직/공무원","미취업","싱글남",1,"예","영구임대",4,1,"모름/없음","50만원이하","100만원이하","현재부채상환지연","신차구입",9100000,1,"은행",10,"없음",2,"우량"
"A0165",36,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,0,"사회보장/생명보험","계좌없음","500~1000만원","현재부채상환지연","신차구입",1100000,1,"없음",36,"없음",4,"우량"
"A0166",32,"전문직/사무직","1년~4년","싱글남",1,"예","자가",2,1,"자동차/기타","계좌없음","500~1000만원","현재부채상환지연","가구장비구입",3700000,1,"없음",6,"없음",1,"우량"
"A0167",33,"전문직/사무직","미취업","이혼/별거/기혼녀",1,"예","자가",2,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","가구장비구입",1400000,1,"없음",18,"없음",4,"불량"
"A0168",20,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","자가",1,0,"실자산","50만원이하","1000만원이상","현재부채상환지연","가구장비구입",2000000,1,"없음",11,"없음",4,"우량"
"A0169",25,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","임대",4,1,"사회보장/생명보험","계좌없음","100만원이하","현재부채상환지연","가구장비구입",5000000,1,"없음",24,"없음",2,"우량"
"A0170",31,"전문직/사무직","7년이상","이혼/별거남",1,"예","자가",4,1,"실자산","50만원이하","100만원이하","부채없음","사업자금",2400000,2,"없음",24,"없음",4,"불량"
"A0171",33,"전문직/사무직","7년이상","싱글남",2,"예","임대",3,0,"자동차/기타","마이너스","100만원이하","타은행부채과다","신차구입",1200000,2,"없음",15,"없음",4,"불량"
"A0172",26,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",1,1,"실자산","계좌없음","100만원이하","현재부채상환지연","가구장비구입",1000000,1,"없음",12,"없음",4,"우량"
"A0173",34,"관리직/자영업/숙련직/공무원","미취업","이혼/별거/기혼녀",1,"예","자가",2,1,"사회보장/생명보험","50만원이하","100만원이하","당은행부채상환완료","가구장비구입",2600000,1,"없음",24,"없음",3,"불량"
"A0174",33,"전문직/사무직","1년~4년","싱글남",1,"아니오","자가",2,0,"실자산","50만원이하","100만원이하","현재부채상환지연","오디오/TV구입",1800000,1,"없음",8,"보증인있음",4,"우량"
"A0175",26,"전문직/사무직","1년미만","싱글남",1,"예","자가",1,0,"사회보장/생명보험","마이너스","100만원이하","당은행부채상환완료","학자금",4300000,2,"없음",21,"없음",2,"불량"
"A0176",53,"관리직/자영업/숙련직/공무원","미취업","이혼/별거/기혼녀",1,"예","자가",1,1,"실자산","계좌없음","저축계좌없음","과거연체이력","중고차구입",9400000,1,"은행",30,"없음",4,"불량"
"A0177",42,"전문직/사무직","1년~4년","이혼/별거남",1,"예","자가",1,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","가구장비구입",3200000,1,"없음",12,"없음",2,"우량"
"A0178",52,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,0,"자동차/기타","마이너스","500~1000만원","부채없음","오디오/TV구입",400000,2,"없음",6,"없음",4,"우량"
"A0179",31,"관리직/자영업/숙련직/공무원","4년~7년","싱글남",2,"예","임대",2,1,"자동차/기타","계좌없음","100만원이하","현재부채상환지연","오디오/TV구입",2500000,2,"없음",12,"없음",4,"우량"
"A0180",65,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,0,"실자산","마이너스","100만원이하","부채없음","신차구입",700000,2,"없음",21,"없음",4,"우량"
"A0181",28,"전문직/사무직","1년미만","이혼/별거남",1,"예","자가",1,0,"자동차/기타","계좌없음","100만원이하","당은행부채상환완료","사업자금",12000000,2,"없음",36,"없음",1,"불량"
"A0182",30,"관리직/자영업/숙련직/공무원","1년~4년","이혼/별거남",1,"예","자가",2,1,"실자산","50만원이하","100만원이하","당은행부채상환완료","사업자금",5600000,2,"점포",36,"없음",2,"불량"
"A0183",40,"비숙련거주자","1년~4년","싱글남",2,"예","자가",2,0,"사회보장/생명보험","마이너스","저축계좌없음","과거연체이력","신차구입",2100000,2,"없음",21,"없음",4,"불량"
"A0184",50,"전문직/사무직","1년~4년","싱글남",1,"예","자가",4,1,"실자산","계좌없음","1000만원이상","부채없음","가구장비구입",4700000,1,"없음",24,"없음",4,"우량"
"A0185",36,"전문직/사무직","7년이상","싱글남",2,"예","자가",4,1,"자동차/기타","50만원이하","100만원이하","부채없음","신차구입",1100000,1,"은행",18,"없음",4,"불량"
"A0186",31,"전문직/사무직","1년~4년","싱글남",1,"예","자가",2,0,"사회보장/생명보험","계좌없음","100만원이하","부채없음","오디오/TV구입",1700000,2,"없음",15,"없음",4,"우량"
"A0187",74,"관리직/자영업/숙련직/공무원","7년이상","이혼/별거/기혼녀",2,"예","영구임대",4,1,"모름/없음","50만원이하","100만원이하","과거연체이력","중고차구입",6400000,1,"은행",9,"없음",2,"불량"
"A0188",68,"무직/비숙련비거주자","미취업","싱글남",1,"예","영구임대",3,1,"자동차/기타","50만원이하","100만원이하","부채없음","신차구입",1500000,3,"없음",16,"없음",2,"우량"
"A0189",20,"전문직/사무직","4년~7년","사별/기혼남",1,"예","자가",1,0,"사회보장/생명보험","마이너스","100~500만원","현재부채상환지연","오디오/TV구입",800000,1,"없음",12,"없음",4,"불량"
"A0190",33,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",4,1,"자동차/기타","50만원이하","100만원이하","타은행부채과다","가구장비구입",4100000,2,"은행",18,"없음",1,"우량"
"A0191",54,"관리직/자영업/숙련직/공무원","1년~4년","싱글남",1,"예","자가",3,1,"사회보장/생명보험","계좌없음","1000만원이상","현재부채상환지연","사업자금",5700000,3,"없음",24,"없음",2,"불량"
"A0192",34,"비숙련거주자","4년~7년","싱글남",2,"예","영구임대",4,0,"모름/없음","50만원이하","100~500만원","타은행부채과다","사업자금",4800000,1,"없음",48,"없음",4,"불량"
"A0193",36,"전문직/사무직","1년~4년","싱글남",2,"예","자가",2,1,"자동차/기타","50만원이하","100만원이하","현재부채상환지연","사업자금",4900000,1,"없음",27,"없음",4,"불량"
"A0194",29,"전문직/사무직","4년~7년","사별/기혼남",1,"예","임대",2,0,"실자산","계좌없음","100만원이하","현재부채상환지연","오디오/TV구입",2600000,1,"없음",6,"없음",2,"우량"
"A0195",21,"전문직/사무직","1년~4년","싱글남",1,"예","임대",4,0,"사회보장/생명보험","50만원이하","100~500만원","현재부채상환지연","오디오/TV구입",3800000,1,"없음",45,"보증인있음",4,"불량"
"A0196",34,"관리직/자영업/숙련직/공무원","7년이상","이혼/별거/기혼녀",1,"예","자가",3,1,"자동차/기타","50만원이하","100만원이하","부채없음","학자금",1900000,2,"없음",9,"없음",2,"불량"
"A0197",28,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",1,1,"자동차/기타","계좌없음","100만원이하","부채없음","오디오/TV구입",1700000,2,"없음",6,"없음",1,"우량"
"A0198",27,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","임대",4,0,"자동차/기타","50만원이하","100~500만원","현재부채상환지연","가구장비구입",1200000,4,"은행",12,"없음",4,"불량"
"A0199",36,"전문직/사무직","7년이상","싱글남",1,"예","영구임대",4,1,"모름/없음","50만원이하","저축계좌없음","현재부채상환지연","중고차구입",3500000,1,"은행",24,"없음",4,"우량"
"A0200",40,"관리직/자영업/숙련직/공무원","7년이상","이혼/별거남",1,"예","자가",3,1,"모름/없음","50만원이하","100만원이하","당은행부채상환완료","가구장비구입",5400000,1,"없음",18,"없음",4,"불량"
